11111111110011111111111111100000011111100000111011110111000011011111100000000011001110011110011111111
Environment/Biscuit	-30.9	-2.09	0.0	0.0	0.0	0.0	0.66	0.66	1.0
Environment/Biscuit	29.0	2.55	0.0	0.0	0.0	0.0	0.66	0.66	1.0
Environment/Biscuit	60.46	-2.19	0.0	0.0	0.0	0.0	0.66	0.66	1.0
Environment/Biscuit	74.45	0.4	0.0	0.0	0.0	0.0	0.66	0.66	1.0
Environment/Biscuit	87.2	3.5	0.0	0.0	0.0	0.0	0.66	0.66	1.0
Environment/Biscuit	152.5	-2.19	0.0	0.0	0.0	0.0	0.66	0.66	1.0
Environment/Biscuit	170.95	-7.4	0.0	0.0	0.0	0.0	0.66	0.66	1.0
Environment/Biscuit	208.0	-2.19	0.0	0.0	0.0	0.0	0.66	0.66	1.0
Environment/Biscuit	220.0	0.4	0.0	0.0	0.0	0.0	0.66	0.66	1.0
Environment/Biscuit	234.5	-8.1	0.0	0.0	0.0	0.0	0.66	0.66	1.0
Environment/Biscuit	242.6	2.3	0.0	0.0	0.0	0.0	0.66	0.66	1.0
Environment/EggCup	-1.0	-4.47	-0.1	0.0	0.0	0.0	2.5	2.5	1.0
Environment/EggCup	98.0	-4.47	-0.1	0.0	0.0	0.0	2.5	2.5	1.0
Environment/Milchkrug	15.67	-3.86	0.0	0.0	0.0	0.0	1.3	1.3	1.0
Environment/Milchkrug	144.0	-3.86	0.0	0.0	0.0	0.0	1.3	1.3	1.0
Environment/Milchkrug	200.0	-3.86	0.0	0.0	0.0	0.0	1.3	1.3	1.0
Environment/Semmel	104.51	-4.63	0.0	0.0	0.0	0.0	0.4	0.4	1.0
Environment/Semmel	194.27	-4.63	0.0	0.0	0.0	0.0	0.4	0.4	1.0
Environment/Semmel	234.27	-4.63	0.0	0.0	0.0	0.0	0.4	0.4	1.0
Environment/Bratwurst	53.41	-4.32	0.0	0.0	0.0	43.0	0.67	0.67	1.0
Environment/Tilsitkäse	262.35	-4.44	0.0	0.0	0.0	0.0	1.25	1.25	1.0
Environment/env_clouds	0.164	0.0	0.0	0.0	0.0	0.0	1.36	1.0	1.0
Environment/env_bg	0.0	-2.3	0.0	0.0	0.0	0.0	1.0	1.0	1.0
Environment/env_bg	303.0	-2.3	0.0	0.0	0.0	0.0	1.0	1.0	1.0
Environment/zimtstern	303.0	-2.3	0.0	0.0	0.0	0.0	0.25	0.25	0.25
Characters/enemy1	-20.0	-5.4	-0.1	0.0	0.0	0.0	-5.5	5.5	1.497079
Characters/enemy1	0.0	-5.4	-0.1	0.0	0.0	0.0	-5.5	5.5	1.497079
Characters/enemy2	10	-5.4	-0.1	0.0	0.0	0.0	-5.5	5.5	1.497079
Characters/enemy2	12	-5.4	-0.1	0.0	0.0	0.0	-5.5	5.5	1.497079
Characters/hero	-32.3	3.69	0.0	0.0	0.0	0.0	1.65	1.65	2.0
Props/bombCrate	-20.0	15.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0
Props/healthCrate	-15.0	15.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0
